file_name,transcription,utterance_id
data\segment_7658.wav," Page fourteen, the latter half note, the importance of legislative practice and past history can never be minimized. This constitutes an important aspect of context as indicated above for determining the scope of legislative power field one has to have regard to what legislative practice it ordinarily embraces. And these are the broad four questions, broad four cases. And then kindly add this add this case note, nineteen fifty nine, one SCR three hundred seventy nine, which I had referred to.",wt6veep94m
data\segment_7659.wav," Not the word fifty four here, if you want to put once again, have a look at fifty four, there's a difference in the two entries. Regulation of mines and mineral development to the extent to which such regulation and development under the control of the union is declared by Parliament by law to be expedient in public interest. Now the word to the extent to which has been used for an obvious reason. Word note here, the entry fifty four includes mineral. So there's nothing at nothing what else there left. So there's nothing at nothing what else there left. So the product of the industry is taken over under entry twenty four. But in case of note industry, entry fifty two, you'll note ship may have entry thirty three listed. Who takes complete control?",80s4i2c4ei
data\segment_7660.wav," Jan and Dunker Lee's case for me, which says that it is preferable to have legal sense rather than, therefore, there would be a dichotomy if your submission is correct, namely that the regulatory power over industrial alcohol would vest with the states, but insofar as a taxing power is concerned, that goes to the taxing power over industrial alcohol goes to the center.",6j2u93enb5
data\segment_7661.wav," But again, if I may remind Lord Chester, the difference is when we talk of taxing power, excise duty is not the only tax.",jmshr33ka7
data\segment_7662.wav," It's a tax on manufacture only, but then rest of the tax state can impose like sales tax, entry tax, and other local taxes.",5pakbpzwyy
data\segment_7663.wav, So these are the cases where I had a broad.,wbgqo83a45
data\segment_7664.wav," But then the important aspect here again is not let us, let us fall back on the question state and the union claims or the synthetic says entry fifty two is the source of power to regulate industrial and form exclusive power. And as I pointed out, note then that source leads us to entry twenty four.",e4x95gzajw
data\segment_7665.wav," Now, if industry word includes industrial alcohol and intoxicating liquor means something else, then it doesn't make, with due respect, not taking the past into consideration, doesn't make sense. If the power had to be given to the state originally, if the power had to be given to the state under entry twenty four, then I possibly can't imagine why the framers would have not put it in not entry eight rather than entry twenty four, which is a general vague entry to be searched and traced by your lordships, not through legal arguments and dictionaries and things like that. I mean, framers have not enumerated the list in a very carefully planned and perhaps elaborate manner. Why would they come at this kind of a conclusion?",q8ntk6abfy
data\segment_7666.wav, So they form not.,myntwkqwco
data\segment_7667.wav," So therefore, to trace intoxicatingly, I mean, to trace industrial alcohol to entry fifty four, fifty two would be absolutely illogical. That apart, Lord Lordship, may again, I'll come to what fell from you know, justice Sancho. Why not entry ninety seven?",cofu5r809x
data\segment_7668.wav," Lord, entry ninety seven is a residual entry which is supposed to be used in the expression of other state list entry of the first thing we have to see is whether there is a state entry or any entry in the concurrent list entry. So if in list two and three there is any entry which can logically trace this within itself, then entry ninety seven cannot be used. But then there is another difficulty, Lord, Lord, Lordship, and notice if the union traces it to entry fifty two, then obviously for that reason also entry ninety seven cannot be used. Because then it is declared industry under entry fifty two list one. Well, it can be any industry which is declared by the Parliament. No, that's a difficulty. It can only be that industry which is in entry twenty four.",eo0x7w5s7n
data\segment_7669.wav," So NG twenty four cannot include an industry, for instance, NG twenty five.",8d9utrgei6
data\segment_7670.wav, So it's not that the whole industry goes over or everything goes relating to that industry goes over. Can they have entry thirty three list three?,maugtnskn0
data\segment_7671.wav," That is also an industry. And I'll cite two, three cases on that note. That will clarify it. The first decision which comes to mind is Calcutta Gas nineteen sixty two. And what is a meaning to be given to entry fifty two list one? Yes. That cannot be curtailed on the principle of what is called a parliamentary supremacy having regard to Article two hundred forty six of the Constitution. Now, when we go to demarcating the fields, you look at entry fifty two list one. Now, entry fifty two list one uses the word industry. There can be a declaration by parliament with regard to an industry.",h6o6ffnbu8
data\segment_7672.wav," And the other thing is not the flotship would see the Calcutta gas is a constitutional vengeance judge, but not the first case where they considered this issue and they struck down IDR on the ground that you can't take over gas and gas works. I will come back after lunch. Now mister Davidi, I think now we can wrap up in a short while because we have made very substantial progress. I think we want to study our project.",hvqrritdop
data\segment_7673.wav," Now you can show us whatever remains in half an hour. We've made so much of an effort, kindly give us some more time. Oh yes, of course. We'll run four in our effort, not perhaps. Yes, yes, of course. We'll look at the case law. We'll run through now your written submission and see what case law needs to be looked at. We have seen these amounts of your submission.",z4erx3mx7v
data\segment_7674.wav, Not the funny.,kr2bznxcr1
data\segment_7675.wav," So appreciating lots of concern for early finished bloat, I certainly I've I'm sorry. Just one mentionable item you know. Yes. The chillness of the.",j026icl7zi
data\segment_7676.wav, I'm sorry for that. Appreciating lots of concern for early load and fast finish. I have not revised my argument in a different way. So all that I would suggest now is the just the recapitulation.,7t49wo5quq
